GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
1,지하주차장,3480000,S201600003,3           ,4244676     ,28,14077,11614,5,유가읍,대구광역시 달성군 유가읍 테크노북로9길 42,2,Y,36,35,41,053-668-2890,테크노폴리스 힐데스하임 아파트 지하주차장 1층,20160428,대구광역시 달성군청,대구광역시 달성군 유가읍 622번지,㎡,128,3480363     
1,지하주차장,3480000,S201700044,3           ,3341005     ,27,18903,15595,43,유가읍,대구광역시 달성군 유가읍 테크노북로 164,2,Y,47,35,41,053-668-2890,테크노폴리스 하나리움퀸즈파크 아파트 지하주차장 1층,20170424,대구광역시 달성군청,대구광역시 달성군 유가읍 601번지,㎡,128,3480363     
1,지하주차장,3480000,S201700045,3           ,4244650     ,27,8450,6972,52,유가읍,대구광역시 달성군 유가읍 테크노대로5길 57,2,Y,40,35,41,053-668-2890,테크노폴리스 남해오네뜨2차 아파트 지하주차장 1층,20170425,대구광역시 달성군청,대구광역시 달성군 유가읍 604번지,㎡,128,3480363     
1,지하주차장,3480000,S201700046,3           ,2148004     ,28,17581,14505,5,유가읍,대구광역시 달성군 유가읍 테크노대로 195,2,Y,25,35,41,053-668-2890,테크노폴리스 반도유보라아이비파크 아파트 지하주차장 1층,20170425,대구광역시 달성군청,대구광역시 달성군 유가읍 627번지,㎡,128,3480363     
0,생활용수,3480000,E201900007,3           ,4244666     ,28,0,268,13,유가읍,대구광역시 달성군 유가읍 테크노순환로12길 4,1,Y,36,35,41,053-668-2890,비슬산 게르마늄스파(1),20190523,대구광역시 달성군청,대구광역시 달성군 유가읍 887번지,t(톤),128,3480363     
0,생활용수,3480000,E201900008,3           ,4244666     ,28,0,154,13,유가읍,대구광역시 달성군 유가읍 테크노순환로12길 4,1,Y,36,35,41,053-668-2890,비슬산 게르마늄스파(2),20190523,대구광역시 달성군청,대구광역시 달성군 유가읍 887번지,t(톤),128,3480363     
0,식수,3480000,E202100003,3           ,4854161     ,30,0,90,22,유가읍,대구광역시 달성군 유가읍 일연선사길 10,1,Y,32,35,41,053-668-2890,아젤리아호텔,20210511,대구광역시 달성군청,대구광역시 달성군 유가읍 용리 31-2,t(톤),128,3480363     
1,지하주차장,3480000,S201700047,3           ,4244650     ,28,12195,10061,5,유가읍,대구광역시 달성군 유가읍 테크노대로5길 80,2,Y,44,35,41,053-668-2890,테크노폴리스 호반베르디움 THE CLASS 아파트 B1,20170427,대구광역시 달성군청,대구광역시 달성군 유가읍 659번지,㎡,128,3480363     
1,지하주차장,3480000,S201700048,3           ,4244650     ,28,12195,10061,2,유가읍,대구광역시 달성군 유가읍 테크노대로5길 58,2,Y,38,35,41,053-668-2890,테크노폴리스 호반베르디움 아파트 지하주차장 1층,20170426,대구광역시 달성군청,대구광역시 달성군 유가읍 605번지,㎡,128,3480363     
1,지하주차장,3480000,S201700057,3           ,4244676     ,27,10540,8696,54,유가읍,대구광역시 달성군 유가읍 테크노북로9길 16,2,Y,35,35,41,053-668-2890,테크노폴리스 우미린 더포레스트 아파트 지하주차장 1층,20170616,대구광역시 달성군청,대구광역시 달성군 유가읍 621번지,㎡,128,3480363     
1,지하주차장,3480000,S201700058,3           ,3341005     ,27,12072,9960,43,유가읍,대구광역시 달성군 유가읍 테크노북로 165,2,Y,53,35,41,053-668-2890,테크노폴리스 화성파크드림 아파트 지하주차장 1층,20170626,대구광역시 달성군청,대구광역시 달성군 유가읍 595번지,㎡,128,3480363     
1,지하주차장,3480000,S201700059,3           ,4244650     ,27,10040,8283,54,유가읍,대구광역시 달성군 유가읍 테크노대로5길 79,2,Y,45,35,41,053-668-2890,테크노폴리스 진아리채 아파트 지하주차장 1층,20170626,대구광역시 달성군청,대구광역시 달성군 유가읍 603번지,㎡,128,3480363     
1,지하주차장,3480000,S201700060,3           ,2148004     ,27,13476,11118,52,유가읍,대구광역시 달성군 유가읍 테크노대로 165,2,Y,29,35,41,053-668-2890,테크노폴리스 제일풍경채센트럴 아파트 지하주차장 1층,20170626,대구광역시 달성군청,대구광역시 달성군 유가읍 625번지,㎡,128,3480363     
1,지하주차장,3480000,S201600004,3           ,4244050     ,24,16433,13558,52,구지면,대구광역시 달성군 구지면 과학마을로2길 6 (달성화성파크드림),2,Y,13,35,39,053-668-2890,달성화성파크드림 아파트 지하주차장 1~2층,20160316,대구광역시 달성군청,대구광역시 달성군 구지면 1178번지,㎡,128,3480029     
1,지하주차장,3480000,S201700037,3           ,3148004     ,25,9893,8162,14,구지면,대구광역시 달성군 구지면 과학마을로 70,2,Y,21,35,39,053-668-2890,과학마을청아람 아파트 지하주차장 1층,20170407,대구광역시 달성군청,대구광역시 달성군 구지면 1210번지,㎡,128,3480029     
1,지하주차장,3480000,S201700038,3           ,4244623     ,25,13340,11006,10,구지면,대구광역시 달성군 구지면 과학마을로3길 14,2,Y,22,35,39,053-668-2890,대구국가산단반도유보라1.0 아파트 지하주차장 1~2층,20170413,대구광역시 달성군청,대구광역시 달성군 구지면 1199번지,㎡,128,3480029     
0,생활용수,3480000,E201900005,3           ,3148021     ,25,0,220,10,구지면,대구광역시 달성군 구지면 달성2차동1로 99,1,Y,24,35,38,053-668-2890,해양머드온천랜드(1),20190523,대구광역시 달성군청,대구광역시 달성군 구지면 840번지 5호,t(톤),128,3480029     
0,생활용수,3480000,E201900006,3           ,3148021     ,25,0,95,10,구지면,대구광역시 달성군 구지면 달성2차동1로 99,1,Y,24,35,38,053-668-2890,해양머드온천랜드(2),20190523,대구광역시 달성군청,대구광역시 달성군 구지면 840번지 5호,t(톤),128,3480029     
0,기타,3480000,E202300001,3           ,3351377     ,24,0,225,19,구지면,대구광역시 달성군 구지면 국가산단서로 201,1,Y,45,35,38,053-668-2890,지능형자동차부품진흥원,20230227,대구광역시 달성군청,대구광역시 달성군 구지면 창리 945,t(톤),128,3480029     
0,식수,3480000,E199800002,1           ,3148028     ,27,0,250,14,다사읍,대구광역시 달성군 다사읍 매곡로 7-0,1,Y,43,35,51,053-668-2890,정부지원 비상급수시설(다사읍사무소내),19981226,대구광역시 달성군청,대구광역시 달성군 다사읍 매곡리 885번지 1호,t(톤),128,3480043     
0,생활용수,3480000,E199800003,3           ,3007019     ,29,0,310,48,다사읍,대구광역시 달성군 다사읍 서재로 141,1,Y,34,35,52,053-668-2890,민간시설(서재목욕탕),19981208,대구광역시 달성군청,대구광역시 달성군 다사읍 87번지,t(톤),128,3480043     
0,생활용수,3480000,E201100002,3           ,4244490     ,27,0,300,48,다사읍,대구광역시 달성군 다사읍 죽곡1길 16-6,1,Y,26,35,51,053-668-2890,휴림원 목욕탕,20111116,대구광역시 달성군청,대구광역시 달성군 다사읍 209번지,t(톤),128,3480043     
0,생활용수,3480000,E201700001,3           ,4244188     ,28,0,220,0,다사읍,대구광역시 달성군 다사읍 대실역북로2길 8-6,1,Y,27,35,51,053-668-2890,(주)선샤인 스포츠1,20171206,대구광역시 달성군청,대구광역시 달성군 다사읍 1549번지 2호,t(톤),128,3480043     
0,생활용수,3480000,E201700002,3           ,4244188     ,28,0,130,0,다사읍,대구광역시 달성군 다사읍 대실역북로2길 8-6,1,Y,27,35,51,053-668-2890,(주)선샤인 스포츠2,20171206,대구광역시 달성군청,대구광역시 달성군 다사읍 1549번지 2호,t(톤),128,3480043     
0,생활용수,3480000,E201400001,3           ,4244604     ,29,0,90,45,화원읍,대구광역시 달성군 화원읍 화원로7길 69,1,Y,19,35,48,053-668-2890,청수목욕탕,20140205,대구광역시 달성군청,대구광역시 달성군 화원읍 233번지 7호,t(톤),128,3480021     
1,지하주차장,3480000,S199600001,3           ,4244311     ,29,1100,908,9,화원읍,대구광역시 달성군 화원읍 비슬로491길 13 (성화한빛아파트),2,Y,53,35,47,053-668-2890,한빛아파트 지하주차장 1층,19960102,대구광역시 달성군청,대구광역시 달성군 화원읍 536번지 2호,㎡,128,3480021     
1,지하주차장,3480000,S201500001,3           ,3148049     ,30,3973,3278,45,화원읍,대구광역시 달성군 화원읍 명천로 57 (대곡역그린빌),2,Y,17,35,48,053-668-2890,대곡역 그린빌 지하주차장 1~2층,20150127,대구광역시 달성군청,대구광역시 달성군 화원읍 113번지 1호,㎡,128,3480021     
1,지하주차장,3480000,S201700054,3           ,4244364     ,29,13481,11122,57,다사읍,대구광역시 달성군 다사읍 서재로24길 29 (신성서진흥더블파크),2,Y,20,35,52,053-668-2890,진흥더블파크 지하주차장 1~2층,20170607,대구광역시 달성군청,대구광역시 달성군 다사읍 321번지 1호,㎡,128,3480043     
1,지하주차장,3480000,S201700055,3           ,3148027     ,28,19214,15852,2,다사읍,대구광역시 달성군 다사읍 대실역북로 55 (대실역동화아이위시),2,Y,43,35,51,053-668-2890,대실역동화아이위시 지하주차장 1층,20170607,대구광역시 달성군청,대구광역시 달성군 다사읍 1540번지,㎡,128,3480043     
1,생활용수,3450000,E200700006,4           ,3145048     ,33,0,250,16,읍내동,대구광역시 북구 팔거천서로 157-16 (읍내동),1,Y,18,35,56,053-665-3900,대천목욕탕,20070122,대구광역시 북구청,대구광역시 북구 읍내동 1422,t(톤),128,3450083     
1,지하주차장,3450000,S200500012,3           ,2145001     ,32,10476,8643,57,읍내동,"대구광역시 북구 칠곡중앙대로 416 (읍내동, 동아아울렛 강북점)",2,Y,59,35,55,053-665-4310,동아아울렛강북점 본관 지하주차장 1~4층,20050125,대구광역시 북구청,대구광역시 북구 읍내동 1343번지 6호,㎡,128,3450083     
1,생활용수,3450000,E200900008,4           ,2145001     ,32,0,300,56,읍내동,"대구광역시 북구 칠곡중앙대로 416 (읍내동, 동아아울렛 강북점)",1,Y,58,35,55,053-665-3900,동아아울렛 강북점 지하5층,20090217,대구광역시 북구청,대구광역시 북구 읍내동 1343번지 6호,t(톤),128,3450083     
1,생활용수,3450000,E201200004,4           ,3145020     ,33,0,210,11,읍내동,대구광역시 북구 대천로 31 (읍내동),1,Y,17,35,56,053-665-3900,칠곡시티월드사우나 지하1층,20120307,대구광역시 북구청,대구광역시 북구 읍내동 1075번지,t(톤),128,3450083     
1,생활용수,3470000,E202200001,3           ,2007002     ,32,0,342,52,감삼동,"대구광역시 달서구 달구벌대로 지하1665, 대구지하철2호선 감삼역 (감삼동)",1,Y,15,35,51,053-667-2890,죽전역,20220628,대구광역시 달서구청,대구광역시 달서구 감삼동 305 대구지하철2호선 감삼역,t(톤),128,3470032     
0,식수,3470000,E199500002,2           ,4241457     ,33,0,290,1,상인3동,대구광역시 달서구 월곡로26안길 27 (상인동),1,Y,34,35,48,,채정공원,19950620,대구광역시 달서구청,대구광역시 달서구 상인동 1581번지,㎥/일,128,3470042     
0,식수,3470000,E199900003,1           ,3146015     ,33,0,350,34,상인3동,대구광역시 달서구 상화로 420 (상인동),1,Y,26,35,48,,청소년수련관,19990827,대구광역시 달서구청,대구광역시 달서구 상인동 1593번지 6호,㎥/일,128,3470042     
1,생활용수,3470000,E199600005,4           ,4241164     ,31,0,250,11,장기동,대구광역시 달서구 문화회관9길 83 (장동),1,Y,17,35,50,053-667-2890,대림자원주식회사,19961231,대구광역시 달서구청,대구광역시 달서구 장동 51번지,㎥/일,128,3470088     
1,복지시설,3470000,S200600040,3           ,3147046     ,31,6774,5589,46,장기동,"대구광역시 달서구 한들로 55 (장기동, 장기초록나라)",2,Y,45,35,50,053-667-2890,장기초록나라 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 장기동 813번지 1호,㎡,128,3470088     
1,주차장,3470000,S201000001,3           ,3147036     ,32,9713,8014,35,감삼동,"대구광역시 달서구 장기로 160 (감삼동, 성당코오롱하늘채)",2,Y,39,35,50,053-667-2890,성당코오롱하늘채 지하1~2층 지하주차장,20101213,대구광역시 달서구청,대구광역시 달서구 감삼동 287번지 57호,㎡,128,3470032     
1,지하주차장,3470000,S201300002,3           ,2007002     ,31,2278,1880,60,감삼동,"대구광역시 달서구 달구벌대로 1530 (감삼동, 삼정브리티시용산)",2,Y,56,35,50,053-667-2890,삼정브리티시용산 지하1층~3층 지하주차장,20130620,대구광역시 달서구청,대구광역시 달서구 감삼동 702번지,㎡,128,3470032     
1,주차장,3470000,S200600041,3           ,3147004     ,31,2286,1886,59,장기동,"대구광역시 달서구 대명천로 250 (장기동, 영남네오빌비스타)",2,Y,32,35,50,053-667-2890,영남네오빌비스타 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 장기동 551번지,㎡,128,3470088     
1,지하주차장,3470000,S200600042,3           ,3147046     ,31,8248,6805,37,장기동,"대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)",2,Y,43,35,50,053-667-2890,장기파랑새마을 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 장기동 814번지 1호,㎡,128,3470088     
1,생활용수,3470000,E201000008,4           ,3147046     ,31,0,243,46,장기동,"대구광역시 달서구 한들로 55 (장기동, 장기초록나라)",1,Y,44,35,50,053-667-2890,(주)동서개발-장기초록나라,20100907,대구광역시 달서구청,대구광역시 달서구 장기동 813번지 1호,t(톤),128,3470088     
1,생활용수,3470000,E201000009,4           ,3147046     ,31,0,336,37,장기동,"대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)",1,Y,43,35,50,053-667-2890,(주)우방개발-장기파랑새마을,20100907,대구광역시 달서구청,대구광역시 달서구 장기동 814번지 1호,t(톤),128,3470088     
0,식수,3470000,E200600003,2           ,4241165     ,31,0,240,22,장기동,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",1,Y,36,35,50,053-667-2890,달서아트센터,20061227,대구광역시 달서구청,대구광역시 달서구 장기동 722번지 1호,㎥/일,128,3470088     
0,식수,3470000,E198800002,1           ,4241446     ,32,0,95,8,장기동,대구광역시 달서구 용산로12길 85 (장기동),1,Y,34,35,50,053-667-2890,궁전공원,19880106,대구광역시 달서구청,대구광역시 달서구 장기동 547번지 4호,㎥/일,128,3470088     
1,체육시설,3470000,S201400002,3           ,3147021     ,30,1364,1126,29,장기동,"대구광역시 달서구 성서로 236 (장동, 평화발레오)",2,Y,20,35,50,053-667-2890,VPHC(구_평화발레오) 지하1층 구내식당,20140516,대구광역시 달서구청,대구광역시 달서구 장동 306번지 70호,㎡,128,3470088     
1,체육시설,3470000,S201400003,3           ,3147018     ,30,96,80,42,장기동,"대구광역시 달서구 성서공단로 257 (장동, 대구환경공단성서사업소)",2,Y,13,35,50,053-667-2890,대구환경공단 성서사업소 지하1층 탁구장,20140516,대구광역시 달서구청,대구광역시 달서구 장동 306번지 71호,㎡,128,3470088     
1,생활용수,3470000,E199500004,4           ,2007002     ,33,0,50,55,두류1.2동,"대구광역시 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물)",1,Y,36,35,51,053-667-2890,성안오피스텔,19950224,대구광역시 달서구청,대구광역시 달서구 두류동 87번지 36호,㎥/일,128,3470128     
0,생활용수,3470000,E199400006,3           ,3007009     ,33,0,400,36,두류1.2동,대구광역시 달서구 두류공원로 200 (두류동),1,Y,18,35,51,053-667-2890,(주)이월드,19941024,대구광역시 달서구청,대구광역시 달서구 두류동 산 302-11,t(톤),128,3470128     
1,지하주차장,3470000,S198600011,3           ,2007002     ,33,560,462,35,두류1.2동,대구광역시 달서구 달구벌대로 1780 (두류동),2,Y,30,35,51,053-667-2890,삼희빌딩 지하주차장 1층,19861231,대구광역시 달서구청,대구광역시 달서구 두류동 150-6,㎡,128,3470128     
1,주차장,3470000,S200600043,3           ,3147046     ,31,8726,7199,35,장기동,"대구광역시 달서구 한들로 36 (장기동, 영남네오빌파크)",2,Y,51,35,50,053-667-2890,영남네오빌파크 지하1층 주차장,20061227,대구광역시 달서구청,대구광역시 달서구 장기동 809번지,㎡,128,3470088     
1,농공용수,3470000,E201300003,4           ,3147021     ,30,0,280,30,장기동,대구광역시 달서구 성서로 276 (장동),1,Y,33,35,50,053-667-2890,(주)금복주,20131010,대구광역시 달서구청,대구광역시 달서구 장동 306번지 6호,t(톤),128,3470088     
0,생활용수,3470000,E199800003,3           ,4241149     ,34,0,200,25,두류1.2동,"대구광역시 달서구 두류남길 10, 대구보건고등학교, 구남중학교 (두류동)",1,Y,29,35,51,053-667-2890,대구보건고등학교,19980606,대구광역시 달서구청,"대구광역시 달서구 두류동 1207-1 대구보건고등학교, 구남중학교",t(톤),128,3470128     
1,지하주차장,3470000,S199900001,3           ,2007002     ,33,2800,2310,39,두류1.2동,"대구광역시 달서구 달구벌대로 1790 (두류동, 현대해상빌딩)",2,Y,31,35,51,053-667-2890,현대해상화재보험 지하 3층 주차장,19991230,대구광역시 달서구청,대구광역시 달서구 두류동 135번지 13호,㎡,128,3470128     
1,,3450000,S202100001,3           ,3007018     ,37,2242,1850,20,무태조야동,"대구광역시 북구 동화천로 280 (연경동, 대구연경엘에이치천년나무1단지)",2,N,28,35,56,053-665-4310,대구연경 LH천년나무1단지 지하주차장 1층,20210224,대구광역시 북구청,대구광역시 북구 연경동 1081 대구연경엘에이치천년나무1단지,㎡,128,3450066     
1,기타,3470000,S199200001,3           ,2007002     ,33,2015,1663,55,두류1.2동,"대구광역시 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물)",2,Y,36,35,51,053-667-2890,성안오피스텔 지하주차장 2층,19920302,대구광역시 달서구청,대구광역시 달서구 두류동 87번지 36호,㎡,128,3470128     
0,생활용수,3470000,E199500001,2           ,4241513     ,33,0,160,7,송현2동,대구광역시 달서구 월배로85길 16 (송현동),1,Y,58,35,49,053-667-2890,토끼와거북이공원,19950616,대구광역시 달서구청,대구광역시 달서구 송현동 147번지,㎥/일,128,3470044     
0,식수,3470000,E200100003,1           ,3147027     ,31,0,230,43,용산1동,대구광역시 달서구 용산로 205 (용산동),1,Y,22,35,51,,용산공원,20011212,대구광역시 달서구청,대구광역시 달서구 용산동 949번지,㎥/일,128,3470089     
1,지하주차장,3470000,S200300025,3           ,3147038     ,31,3470,2863,48,용산1동,"대구광역시 달서구 장산로 10 (용산동, 용산1차서한화성타운아파트)",2,Y,16,35,51,053-667-2890,용산1차서한화성아파트 지하주차장 1층,20030101,대구광역시 달서구청,대구광역시 달서구 용산동 955번지,㎡,128,3470089     
1,지하주차장,3470000,S200600048,3           ,3147027     ,31,6307,5204,57,용산1동,"대구광역시 달서구 용산로 266 (용산동, 용산영남타운)",2,Y,38,35,51,053-667-2890,용산영남타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 914번지,㎡,128,3470089     
1,지하주차장,3470000,S200600045,3           ,3147037     ,31,6010,4959,34,용산1동,"대구광역시 달서구 장산남로 33 (용산동, 용산롯데캐슬그랜드)",2,Y,4,35,51,053-667-2890,용산롯데캐슬그랜드 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 230번지 10호,㎡,128,3470089     
1,체육관,3470000,S199000002,3           ,3007009     ,33,378,312,30,두류1.2동,"대구광역시 달서구 두류공원로 264 (두류동, 국민건강보험공단대구달서지사)",2,Y,25,35,51,053-667-2890,국민건강보험공단 지하2층,19900302,대구광역시 달서구청,대구광역시 달서구 두류동 148번지 3호,㎡,128,3470128     
1,지하주차장,3470000,S200600046,3           ,3147027     ,31,1423,1174,53,용산1동,"대구광역시 달서구 용산로 174 (용산동, 용산우방타운)",2,Y,11,35,51,053-667-2890,용산우방타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 807번지,㎡,128,3470089     
1,지하주차장,3470000,S200600047,3           ,3147027     ,31,3569,2945,46,용산1동,"대구광역시 달서구 용산로 259 (용산동, 용산파크타운)",2,Y,38,35,51,053-667-2890,용산파크타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 911번지,㎡,128,3470089     
1,지하주차장,3470000,S200600051,3           ,4241454     ,31,9539,7870,41,용산1동,"대구광역시 달서구 용산큰못길 30 (용산동, 용산2차서한화성아파트)",2,Y,36,35,51,053-667-2890,용산2차서한화성아파트 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 919번지,㎡,128,3470089     
1,지하주차장,3470000,S200600052,3           ,3147028     ,31,6640,5478,34,용산1동,"대구광역시 달서구 용산서로 38 (용산동, 용산2차우방타운)",2,Y,28,35,51,053-667-2890,용산2차우방타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 928번지,㎡,128,3470089     
1,지하주차장,3470000,S200600053,3           ,3147028     ,31,9343,7708,39,용산1동,"대구광역시 달서구 용산서로 22 (용산동, 용산청구타운)",2,Y,28,35,51,053-667-2890,용산청구타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 929번지,㎡,128,3470089     
1,지하주차장,3470000,S200600056,3           ,3147028     ,31,10600,8745,35,용산1동,"대구광역시 달서구 용산서로 37 (용산동, 용산보성타운)",2,Y,24,35,51,053-667-2890,용산보성타운 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 937번지,㎡,128,3470089     
1,생활용수,3470000,E201000004,3           ,3147037     ,31,0,200,41,용산1동,"대구광역시 달서구 장산남로 21 (용산동, 법조빌딩)",1,Y,6,35,51,053-667-2890,용산법조빌딩,20100907,대구광역시 달서구청,대구광역시 달서구 용산동 230번지 21호,t(톤),128,3470089     
1,기타,3470000,S200600072,3           ,2007002     ,34,2751,2270,22,두류1.2동,"대구광역시 달서구 달구벌대로 지하1900, 대구지하철2호선 반고개역 (두류동)",2,Y,44,35,51,053-667-2890,도시철도 반고개역 지하1층~3층,20060601,대구광역시 달서구청,대구광역시 달서구 두류동 866-39 대구지하철2호선 반고개역,㎡,128,3470128     
1,지하주차장,3410000,S201000015,3           ,3141004     ,34,299,247,57,성내3동,"대구광역시 중구 달성로 100, 크레텍책임(주) 101동 지하1층 (인교동)",2,Y,27,35,52,053-661-2250,책임크레텍 지하1층,20101222,대구광역시 중구청,대구광역시 중구 인교동 70-2 크레텍책임(주) 101동 지하1층,㎡,128,3410033     
1,주차장,3410000,S199200032,3           ,3007001     ,36,4449,3671,5,동인동,"대구광역시 중구 국채보상로 645 (동인동2가, 드림상호저축은행)",2,Y,13,35,52,053-661-2250,드림상호저축은행 지하1층,19920904,대구광역시 중구청,대구광역시 중구 동인동2가 11번지,㎡,128,3410087     
1,지하주차장,3410000,S199900002,3           ,4223020     ,36,2989,2466,22,동인동,"대구광역시 중구 국채보상로139길 1 (동인동2가, 중구청)",2,Y,10,35,52,053-661-2250,대구광역시 중구청 지하1층~2층,19990205,대구광역시 중구청,대구광역시 중구 동인동2가 177번지 4호,㎡,128,3410087     
1,지하주차장,3410000,S201100004,3           ,4223076     ,36,7980,6584,25,동인동,"대구광역시 중구 동덕로30길 53 (동인동4가, 동인동삼정그린코아아파트)",2,Y,3,35,52,053-661-2250,동인삼정그린코아 지하1층~2층,20110329,대구광역시 중구청,대구광역시 중구 동인동4가 220번지,㎡,128,3410087     
1,지하주차장,3410000,S200300024,3           ,3007017     ,36,1955,1613,4,동인동,"대구광역시 중구 공평로 88 (동인동1가, 대구광역시청)",2,Y,17,35,52,053-661-2250,대구광역시청 지하1층,20030219,대구광역시 중구청,대구광역시 중구 동인동1가 2번지 1호,㎡,128,3410087     
1,지하주차장,3410000,S199200031,3           ,3141005     ,36,956,789,18,동인동,"대구광역시 중구 동덕로 194, MS재건병원 (동인동1가)",2,Y,19,35,52,053-661-2250,MS재건병원 지하1층,19920102,대구광역시 중구청,대구광역시 중구 동인동1가 358번지 2호 MS재건병원,㎡,128,3410087     
1,지하주차장,3410000,S199300014,3           ,3141005     ,36,13555,11183,13,동인동,"대구광역시 중구 동덕로 167 (동인동2가, KT 대구지사(동인동우체국))",2,Y,11,35,52,053-661-2250,KT대구지사 지하1층,19931208,대구광역시 중구청,대구광역시 중구 동인동2가 74번지 15호,㎡,128,3410087     
1,지하주차장,3410000,S201100008,3           ,3141014     ,36,3481,2872,19,동인동,"대구광역시 중구 신암로 6 (동인동1가, 삼승슈퍼타워아파트)",2,Y,23,35,52,053-661-2250,삼승슈퍼타워 지하1층,20110811,대구광역시 중구청,대구광역시 중구 동인동1가 362번지,㎡,128,3410087     
1,지하주차장,3410000,S201700001,3           ,4223005     ,36,25103,20710,6,동인동,대구광역시 중구 공평로10길 25-0 (동인동2가),2,Y,6,35,52,053-661-2250,국채보상공원 지하주차장 1층~3층,20170811,대구광역시 중구청,대구광역시 중구 동인동2가 42번지 국채보상공원지하주차장,㎡,128,3410087     
1,주차장,3410000,S200800002,3           ,2007002     ,34,31846,26273,41,남산4동,"대구광역시 중구 달구벌대로 1950 (남산동, 남산그린타운)",2,Y,45,35,51,053-661-2250,남산그린타운 지하주차장 1층~2층,20081224,대구광역시 중구청,대구광역시 중구 남산동 2937번지 1호,㎡,128,3410038     
1,주차장,3410000,S200800001,3           ,2007002     ,34,14129,11657,42,남산4동,"대구광역시 중구 달구벌대로 1960 (남산동, 남산휴먼시아1단지아파트)",2,Y,45,35,51,053-661-2250,남산휴먼시아1단지 지하주차장 1층~2층,20081224,대구광역시 중구청,대구광역시 중구 남산동 2990번지,㎡,128,3410038     
1,주차장,3410000,S201000026,3           ,2007002     ,34,15116,12471,47,남산4동,"대구광역시 중구 달구벌대로 1970(남산동, 청라 센트럴파크)",2,Y,50,35,51,053-661-2250,청라 센트럴파크 지하주차장 1층~2층,20101222,대구광역시 중구청,대구광역시 중구 남산동 2991 청라 센트럴파크,㎡,128,3410038     
1,주차장,3410000,S199300020,3           ,4223032     ,34,12735,10507,53,남산4동,"대구광역시 중구 남산로13길 17 (남산동, 보성황실아파트)",2,Y,42,35,51,053-661-2250,보성황실아파트 지하주차장 1층,19930329,대구광역시 중구청,대구광역시 중구 남산동 2466번지 1호,㎡,128,3410038     
0,식수,3410000,E199500002,2           ,4223035     ,34,0,542,50,남산4동,"대구광역시 중구 남산로1길 42 (남산동, 남산4동주민센터)",1,Y,30,35,51,053-661-2250,남산어린이공원,19950801,대구광역시 중구청,대구광역시 중구 남산동 2508번지 1호,t(톤),128,3410038     
1,지하주차장,3410000,S201800001,3           ,3141009     ,35,46658,38493,16,성내3동,"대구광역시 중구 서성로 99, 지하1층 (수창동, 대구역센트럴자이)",2,Y,33,35,52,053-661-2250,대구역센트럴자이 지하1층~2층,20180119,대구광역시 중구청,대구광역시 중구 수창동 173 대구역센트럴자이 지하주차장,㎡,128,3410033     
1,교육장,3470000,S199000004,3           ,4241471     ,31,2815,2323,40,월성2동,"대구광역시 달서구 월곡로94길 46, 대건중,고등학교 (월성동)",2,Y,3,35,50,053-667-2890,대건고등학교 지하1층,19901231,대구광역시 달서구청,"대구광역시 달서구 월성동 247 대건중,고등학교",㎡,128,3470038     
1,생활용수,3470000,E200900008,4           ,4241444     ,32,0,250,4,본동,대구광역시 달서구 와룡로5길 41 (본동),1,Y,5,35,50,053-667-2890,장수탕,20090206,대구광역시 달서구청,대구광역시 달서구 본동 936번지 2호,t(톤),128,3470045     
1,지하주차장,3470000,S201600009,3           ,3147003     ,31,2260,1865,60,본동,"대구광역시 달서구 구마로 52 (본동, 파라다이스웨딩컨벤션)",2,Y,13,35,50,053-667-2890,파라다이스웨딩 지하 1층(주차장),20160831,대구광역시 달서구청,대구광역시 달서구 본동 687번지,㎡,128,3470045     
